frame,score,acceptance_rate,temperature
0,9.91685021484387,1.0,1.0
1,9.931152398005757,1.0,1.0
2,10.785294030042945,0.98,1.0
3,10.646453516444149,0.98,1.0
4,11.529708669078454,0.98,1.0
5,10.966308411630395,0.9766666666666667,1.0
6,10.139445466633648,0.9714285714285714,1.0
7,10.439486941260206,0.9625,1.0
8,10.29883968593913,0.9644444444444444,1.0
9,11.121842876605363,0.962,1.0
10,10.900293444925337,0.96,1.0
11,10.369226801653749,0.9633333333333334,1.0
12,9.996435773036799,0.9615384615384616,1.0
13,10.360470322671782,0.9642857142857143,1.0
14,10.667037193535666,0.9626666666666667,1.0
15,11.229076799827615,0.965,1.0
16,10.750946209873728,0.9635294117647059,1.0
17,11.263277380263634,0.9644444444444444,1.0
18,11.318692695195617,0.9652631578947368,1.0
19,12.43230474321777,0.963,1.0
20,12.47992697683744,0.9628571428571429,1.0
21,10.979890268131074,0.9627272727272728,1.0
22,11.383719845130434,0.9626086956521739,1.0
23,13.0798935883867,0.9633333333333334,1.0
24,12.623070681759385,0.9632,1.0
25,11.997428840561836,0.9646153846153847,1.0
26,13.047516325819979,0.965925925925926,1.0
27,11.754503076241509,0.9671428571428572,1.0
28,11.898839707774126,0.9675862068965517,1.0
29,12.122219636131106,0.968,1.0
30,12.583397923564458,0.9670967741935483,1.0
31,12.206666005268369,0.966875,1.0
32,12.221171050100457,0.9666666666666667,1.0
33,11.678283901505168,0.9664705882352941,1.0
34,11.946688750990168,0.9674285714285714,1.0
35,12.149321042656936,0.9672222222222222,1.0
36,13.605711498945269,0.9675675675675676,1.0
37,13.583304517966585,0.9652631578947368,1.0
38,12.600336976126814,0.9651282051282051,1.0
39,13.027688813315718,0.9635,1.0
40,12.824734590739254,0.9634146341463414,1.0
41,11.916445105569405,0.9642857142857143,1.0
42,11.713329886612879,0.9651162790697675,1.0
43,11.895033870295117,0.965,1.0
44,12.217240692405456,0.9653333333333334,1.0
45,12.542125103157034,0.9660869565217391,1.0
46,13.543564527784389,0.9659574468085106,1.0
47,14.68453547692404,0.9654166666666667,1.0
48,14.422567049793487,0.9640816326530612,1.0
49,13.55745077436824,0.964,1.0
50,13.327477714392105,0.9631372549019608,1.0
51,14.255536270178354,0.9626923076923077,1.0
