{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/bash', 'GCC_RANLIB': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc-ranlib', 'WSL2_GUI_APPS_ENABLED': '1', 'CONDA_EXE': '/home/daniel/miniforge3/bin/conda', '_CE_M': '', 'WSL_DISTRO_NAME': 'Ubuntu', 'build_alias': 'x86_64-conda-linux-gnu', 'CMAKE_ARGS': '-DCMAKE_AR=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-ar -DCMAKE_CXX_COMPILER_AR=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc-ar -DCMAKE_C_COMPILER_AR=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc-ar -DCMAKE_RANLIB=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-ranlib -DCMAKE_CXX_COMPILER_RANLIB=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc-ranlib -DCMAKE_C_COMPILER_RANLIB=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc-ranlib -DCMAKE_LINKER=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-ld -DCMAKE_STRIP=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-strip -DCMAKE_BUILD_TYPE=Release', 'GPROF': 'x86_64-conda-linux-gnu-gprof', 'CONDA_TOOLCHAIN_BUILD': 'x86_64-conda-linux-gnu', 'STRINGS': 'x86_64-conda-linux-gnu-strings', 'CPP': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-cpp', 'XML_CATALOG_FILES': 'file:///home/daniel/miniforge3/envs/smlm/etc/xml/catalog file:///etc/xml/catalog', 'NAME': 'ZBook', 'PWD': '/mnt/c/Users/User/OneDrive/Desktop/Thesis/smlm_score', 'GSETTINGS_SCHEMA_DIR': '/home/daniel/miniforge3/envs/smlm/share/glib-2.0/schemas', 'LOGNAME': 'daniel', 'CONDA_PREFIX': '/home/daniel/miniforge3/envs/smlm', 'GSETTINGS_SCHEMA_DIR_CONDA_BACKUP': '', 'CXX': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-c++', 'CXXFLAGS': '-fvisibility-inlines-hidden -fmessage-length=0 -march=nocona -mtune=haswell -ftree-vectorize -fPIC -fstack-protector-strong -fno-plt -O2 -ffunction-sections -pipe -isystem /home/daniel/miniforge3/envs/smlm/include  -I/home/daniel/miniforge3/envs/smlm/targets/x86_64-linux/include', 'CONDA_TOOLCHAIN_HOST': 'x86_64-conda-linux-gnu', 'DEBUG_CXXFLAGS': '-fvisibility-inlines-hidden -fmessage-length=0 -march=nocona -mtune=haswell -ftree-vectorize -fPIC -fstack-protector-all -fno-plt -Og -g -Wall -Wextra -fvar-tracking-assignments -ffunction-sections -pipe -isystem /home/daniel/miniforge3/envs/smlm/include', 'LDFLAGS': '-Wl,-O2 -Wl,--sort-common -Wl,--as-needed -Wl,-z,relro -Wl,-z,now -Wl,--disable-new-dtags -Wl,--gc-sections -Wl,--allow-shlib-undefined -Wl,-rpath,/home/daniel/miniforge3/envs/smlm/lib -Wl,-rpath-link,/home/daniel/miniforge3/envs/smlm/lib -L/home/daniel/miniforge3/envs/smlm/lib  -L/home/daniel/miniforge3/envs/smlm/targets/x86_64-linux/lib -L/home/daniel/miniforge3/envs/smlm/targets/x86_64-linux/lib/stubs', 'HOME': '/home/daniel', 'LANG': 'C.UTF-8', 'MESON_ARGS': '-Dbuildtype=release', 'WSL_INTEROP': '/run/WSL/22628_interop', 'DEBUG_CFLAGS': '-march=nocona -mtune=haswell -ftree-vectorize -fPIC -fstack-protector-all -fno-plt -Og -g -Wall -Wextra -fvar-tracking-assignments -ffunction-sections -pipe -isystem /home/daniel/miniforge3/envs/smlm/include', 'NVCC_PREPEND_FLAGS': ' -ccbin=/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-c++', 'LDFLAGS_LD': '-O2 --sort-common --as-needed -z relro -z now --disable-new-dtags --gc-sections --allow-shlib-undefined -rpath /home/daniel/miniforge3/envs/smlm/lib -rpath-link /home/daniel/miniforge3/envs/smlm/lib -L/home/daniel/miniforge3/envs/smlm/lib', 'WAYLAND_DISPLAY': 'wayland-0', 'CXX_FOR_BUILD': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-c++', 'ELFEDIT': 'x86_64-conda-linux-gnu-elfedit', 'CONDA_PROMPT_MODIFIER': '(smlm) ', 'CMAKE_PREFIX_PATH': '/home/daniel/miniforge3/envs/smlm:/home/daniel/miniforge3/envs/smlm/x86_64-conda-linux-gnu/sysroot/usr', 'CPPFLAGS': '-DNDEBUG -D_FORTIFY_SOURCE=2 -O2 -isystem /home/daniel/miniforge3/envs/smlm/include  -I/home/daniel/miniforge3/envs/smlm/targets/x86_64-linux/include', 'LD': 'x86_64-conda-linux-gnu-ld', 'CPP_FOR_BUILD': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-cpp', 'READELF': 'x86_64-conda-linux-gnu-readelf', 'GXX': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-g++', 'GCC_AR': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc-ar', '_CONDA_EXE': '/home/daniel/miniforge3/bin/conda', 'ADDR2LINE': 'x86_64-conda-linux-gnu-addr2line', '_CONDA_ROOT': '/home/daniel/miniforge3', 'PYTHONPATH': './src', 'TERM': 'xterm-256color', '_CE_CONDA': '', 'GCC_NM': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc-nm', 'SIZE': 'x86_64-conda-linux-gnu-size', 'HOST': 'x86_64-conda-linux-gnu', 'CC_FOR_BUILD': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-cc', 'USER': 'daniel', 'CONDA_SHLVL': '1', 'AR': 'x86_64-conda-linux-gnu-ar', 'AS': 'x86_64-conda-linux-gnu-as', 'DEBUG_CPPFLAGS': '-D_DEBUG -D_FORTIFY_SOURCE=2 -Og -isystem /home/daniel/miniforge3/envs/smlm/include', 'host_alias': 'x86_64-conda-linux-gnu', 'DISPLAY': ':0', 'SHLVL': '0', 'NM': 'x86_64-conda-linux-gnu-nm', 'GCC': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-gcc', 'CONDA_PYTHON_EXE': '/home/daniel/miniforge3/bin/python', 'XDG_RUNTIME_DIR': '/run/user/1000/', 'CONDA_DEFAULT_ENV': 'smlm', 'OBJCOPY': 'x86_64-conda-linux-gnu-objcopy', 'WSLENV': '', 'STRIP': 'x86_64-conda-linux-gnu-strip', 'NVCC_PREPEND_FLAGS_BACKUP': 'UNSET', 'OBJDUMP': 'x86_64-conda-linux-gnu-objdump', 'PATH': '/home/daniel/miniforge3/envs/smlm/bin:/home/daniel/miniforge3/condabin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0:/mnt/c/WINDOWS/System32/OpenSSH:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA App/NvDLISR:/mnt/c/Program Files/Git/cmd:/mnt/c/Users/User/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/User/AppData/Local/Programs/Antigravity/bin:/mnt/c/Users/User/AppData/Local/JetBrains/Toolbox/scripts:/mnt/c/Users/User/AppData/Local/PowerToys/DSCModules', 'CC': '/home/daniel/miniforge3/envs/smlm/bin/x86_64-conda-linux-gnu-cc', 'CFLAGS': '-march=nocona -mtune=haswell -ftree-vectorize -fPIC -fstack-protector-strong -fno-plt -O2 -ffunction-sections -pipe -isystem /home/daniel/miniforge3/envs/smlm/include  -I/home/daniel/miniforge3/envs/smlm/targets/x86_64-linux/include', 'CXXFILT': 'x86_64-conda-linux-gnu-c++filt', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'BUILD': 'x86_64-conda-linux-gnu', 'HOSTTYPE': 'x86_64', 'CONDA_BUILD_CROSS_COMPILATION': '', 'PULSE_SERVER': 'unix:/mnt/wslg/PulseServer', 'RANLIB': 'x86_64-conda-linux-gnu-ranlib', 'CONDA_BUILD_SYSROOT': '/home/daniel/miniforge3/envs/smlm/x86_64-conda-linux-gnu/sysroot', '_': '/home/daniel/miniforge3/envs/smlm/bin/python3', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.22.0', 'PMI_VERSION': '2.22.0'}", 0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_MinTempFrequency', 2: 'ReplicaExchange_MaxTempFrequency', 3: 'ReplicaExchange_CurrentTemp', 4: 'score'} 
{0: '0', 1: '0', 2: '0', 3: '1.0', 4: 0.6423096531099938} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6689556248440465} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7556183427180767} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7512009453014121} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6071622773654484} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6185501349157024} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7243506044697609} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.641861134372295} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6938916222347303} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6824413369326645} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.5865313865868925} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.5612358306552969} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6613770584727537} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7386774430941954} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6181351235287322} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6020641141164568} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6192558311120391} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7239859696215135} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6233031523649103} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6772748283674112} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.8359163586730788} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7564894187930411} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.9581523892586437} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.8624985921608697} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.9774846304580227} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.066638257695563} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.1963726603791818} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.8400516182318566} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6687652991397188} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.5576186677832369} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.6577657141345374} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7375171996668739} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.8208222854566669} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.7433325080935609} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.9553615185463824} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.0965964939299726} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.1124876986968264} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.9098004101709259} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.942962808955241} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.9790422429975082} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.1504150756327254} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.0196047726361444} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.9603155167394297} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.1956244987751277} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.6811411356946886} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.42974126212494} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.4668702002645302} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.357945430986566} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.640917907900005} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.8986301504604188} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.961839335526197} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.9424212961798546} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.7846889058039699} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.6895841263984122} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.5146109637411145} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.478537641554819} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.543748299960428} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.717781784835913} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.8382715676953172} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.6943454809964922} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.8753085262142577} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.9950930199904164} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.0146994144994244} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.0010548519215647} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.0583518177675653} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.8604650237144538} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.133700473020665} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.9130791143926105} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.738606659378748} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.6713085206235756} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.762249923545372} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.770004794702161} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.1543947542963884} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.495806179078987} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.217175361517743} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.191079207709275} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.9366237882256259} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.110465054277239} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.906246453729964} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.766778475049121} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.6365416624339368} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.4745996341968357} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.6093225292997766} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.4569407107203227} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.476468981820103} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.7246910685387693} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.791944422941459} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.8366277737317485} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.6470597609660234} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.4363379896991177} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.2905208394595582} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 0.9601454206776652} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.223372689519824} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.248940312816052} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.4196461195555394} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.539121317252813} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1.7804759332150293} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.027830710977986} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.2048955948254956} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2.4781992788123755} 
