frame,score,acceptance_rate,temperature
0,0.5260307073197694,1.0,1.0
1,0.515439160229283,1.0,1.0
2,0.5241187486078309,1.0,1.0
3,0.5634061758357655,1.0,1.0
4,0.58080358003445,0.996,1.0
5,0.7869512658649899,0.9966666666666667,1.0
6,0.7248708985708862,0.9971428571428571,1.0
7,0.7404385332172617,0.9975,1.0
8,0.6006568018766599,0.9977777777777778,1.0
9,0.5990651134088042,0.998,1.0
10,0.6253156900454355,0.9981818181818182,1.0
11,0.6279459093547911,0.9983333333333333,1.0
12,0.5718295767771295,0.9984615384615385,1.0
13,0.6249596703923935,0.9985714285714286,1.0
14,0.5949655589089938,0.9986666666666667,1.0
15,0.5786827250415102,0.99875,1.0
16,0.5606126944522057,0.9988235294117647,1.0
17,0.52864455286835,0.9988888888888889,1.0
18,0.587512522840898,0.9989473684210526,1.0
19,0.6736304852859414,0.999,1.0
20,0.8052189703389493,0.9990476190476191,1.0
21,0.8176974718407296,0.9954545454545455,1.0
22,0.8277737014242743,0.9956521739130435,1.0
23,0.855076389618922,0.9958333333333333,1.0
24,0.8197109018431873,0.9952,1.0
25,0.9746757113413803,0.9953846153846154,1.0
26,1.070974338724385,0.9948148148148148,1.0
27,1.193077502168129,0.995,1.0
28,1.1362082630506378,0.9944827586206897,1.0
29,1.2101605144369878,0.9933333333333333,1.0
30,1.2573899215402222,0.9929032258064516,1.0
31,0.9394240761708393,0.9925,1.0
32,1.0467202593043134,0.9927272727272727,1.0
33,1.235575640698343,0.9923529411764705,1.0
34,1.0674885032132502,0.992,1.0
35,1.1236462635145434,0.9922222222222222,1.0
36,1.265515284246975,0.9918918918918919,1.0
37,1.065148804456764,0.9921052631578947,1.0
38,0.959757550261708,0.9912820512820513,1.0
39,1.0343373620698992,0.9915,1.0
40,0.9895048975131809,0.9917073170731707,1.0
41,0.8685258737982093,0.991904761904762,1.0
42,1.0568703899000849,0.9920930232558139,1.0
43,1.1963296592294972,0.9922727272727273,1.0
44,1.3040674804484023,0.992,1.0
45,0.9377748929822429,0.9921739130434782,1.0
46,1.1452617483982273,0.9923404255319149,1.0
47,0.9792904110774842,0.9920833333333333,1.0
48,0.9047768964043144,0.9922448979591837,1.0
49,0.9483168782137671,0.9924,1.0
50,0.937860513036931,0.9921568627450981,1.0
51,0.7817030448434664,0.9923076923076923,1.0
52,1.2529221455643202,0.9924528301886792,1.0
53,1.0880646521185124,0.9922222222222222,1.0
54,1.1879974579536134,0.9923636363636363,1.0
55,0.847434742562345,0.9917857142857143,1.0
56,1.027533358071701,0.9919298245614036,1.0
57,1.302948721924464,0.9920689655172413,1.0
58,1.3215454028545475,0.9911864406779661,1.0
59,1.433211629910196,0.9906666666666667,1.0
60,1.4937207063728386,0.9908196721311475,1.0
61,1.4585596488023338,0.9906451612903225,1.0
62,1.9970698270020817,0.9907936507936508,1.0
63,2.097344412809776,0.990625,1.0
64,2.1273288398565957,0.9904615384615385,1.0
65,1.9759063463317297,0.9903030303030304,1.0
66,1.9785982433731841,0.9904477611940299,1.0
67,2.088506789618549,0.9905882352941177,1.0
68,2.3005807613248623,0.9907246376811594,1.0
69,2.1105626011947245,0.9908571428571429,1.0
70,2.2431572824889847,0.9909859154929578,1.0
71,2.620868807251805,0.9911111111111112,1.0
72,2.623719830375993,0.9912328767123287,1.0
73,2.566113985059999,0.9913513513513513,1.0
74,2.5081478311127636,0.9914666666666667,1.0
75,2.505392339419838,0.991578947368421,1.0
76,2.4296138286932534,0.9916883116883117,1.0
77,2.5995174529377425,0.9915384615384616,1.0
78,2.7520355475311256,0.9913924050632912,1.0
79,2.444945714999452,0.991,1.0
80,2.4306222324829174,0.9908641975308642,1.0
81,2.2555215165012474,0.9904878048780488,1.0
82,2.3267607917848885,0.9901204819277108,1.0
83,2.1925165234315958,0.9902380952380953,1.0
84,1.9401685575492331,0.9903529411764705,1.0
85,1.9924210677842829,0.9902325581395349,1.0
86,1.8069439576207686,0.9903448275862069,1.0
87,2.000555803658002,0.9902272727272727,1.0
88,2.090508057257508,0.9901123595505618,1.0
89,2.4312183265309524,0.99,1.0
90,2.285319181995235,0.9901098901098901,1.0
91,2.630114522637275,0.9897826086956522,1.0
92,2.641984735535693,0.9898924731182795,1.0
93,2.825716962252162,0.99,1.0
94,2.8142390906393535,0.9901052631578947,1.0
95,2.9061109643100376,0.9902083333333334,1.0
96,2.787295110014734,0.9903092783505154,1.0
97,2.6943364116125927,0.9904081632653061,1.0
98,2.6807453021588272,0.9905050505050506,1.0
99,2.601369514136774,0.9904,1.0
100,2.697529298403079,0.9904950495049505,1.0
101,2.701849740449213,0.9905882352941177,1.0
102,2.6016222177300774,0.9906796116504855,1.0
103,2.636100345783637,0.9907692307692307,1.0
104,2.858315144965628,0.9908571428571429,1.0
105,2.878540005416285,0.9909433962264151,1.0
106,2.9855759024280126,0.9910280373831776,1.0
107,3.165266931258141,0.9911111111111112,1.0
108,3.137985742345207,0.9911926605504587,1.0
109,3.2883364351034476,0.9912727272727273,1.0
110,3.2071170871061123,0.9913513513513513,1.0
111,3.1635764583331696,0.9914285714285714,1.0
112,3.0686088047016504,0.9915044247787611,1.0
113,3.109154516189241,0.991578947368421,1.0
114,2.996865010532104,0.9914782608695653,1.0
115,3.0550665076577252,0.9908620689655172,1.0
116,2.8189974113637932,0.9907692307692307,1.0
117,2.8261390377174003,0.9908474576271187,1.0
118,3.044913775844634,0.9907563025210084,1.0
119,3.217300608156949,0.9908333333333333,1.0
120,3.075027618742587,0.990909090909091,1.0
121,3.0698695661819206,0.990983606557377,1.0
122,3.0494536992709533,0.9910569105691057,1.0
123,3.174636286340632,0.9909677419354839,1.0
124,3.276852012003638,0.99104,1.0
125,3.267266452642655,0.9911111111111112,1.0
126,3.150745526574732,0.9910236220472441,1.0
127,3.2072080537578938,0.99109375,1.0
128,3.331027797491699,0.9911627906976744,1.0
129,3.2313307325190004,0.9912307692307692,1.0
130,3.1744160712812564,0.9912977099236642,1.0
131,3.066149470912061,0.9913636363636363,1.0
132,3.1261297648006723,0.9914285714285714,1.0
133,2.9530615755280785,0.9914925373134328,1.0
134,3.013466323410919,0.9915555555555555,1.0
135,2.9470836810810606,0.9916176470588235,1.0
136,2.810820751590792,0.9916788321167883,1.0
137,3.0898811907090136,0.9917391304347826,1.0
138,2.959699159728093,0.9917985611510791,1.0
139,2.8427888020580547,0.9915714285714285,1.0
140,2.916684691141407,0.9916312056737588,1.0
141,3.1259360379529615,0.9914084507042253,1.0
142,3.015220152131361,0.9914685314685314,1.0
143,2.95354698332453,0.9915277777777778,1.0
144,2.9608956783312124,0.9915862068965517,1.0
145,2.862548959210926,0.9915068493150685,1.0
146,2.9007449122232116,0.9915646258503401,1.0
147,3.1339099350350548,0.9914864864864865,1.0
148,3.272179215712447,0.9914093959731544,1.0
149,3.394385050663057,0.9913333333333333,1.0
150,3.23248029182566,0.9911258278145695,1.0
151,3.213448444346255,0.9910526315789474,1.0
152,3.1443206248245263,0.9911111111111112,1.0
153,2.745029963255452,0.9911688311688311,1.0
154,2.469966283441877,0.991225806451613,1.0
155,2.1708169915970905,0.9912820512820513,1.0
156,2.2741798186135602,0.9912101910828025,1.0
157,2.3557217878745695,0.9911392405063291,1.0
158,2.771032329869568,0.9911949685534591,1.0
159,2.638981462206697,0.99125,1.0
160,2.702985884998193,0.9911801242236025,1.0
161,2.735054761517082,0.9911111111111112,1.0
162,2.92455921349574,0.9911656441717791,1.0
163,3.0448128761430264,0.9910975609756097,1.0
164,2.954158903845886,0.9911515151515151,1.0
165,3.0151704438424054,0.9912048192771085,1.0
166,2.684547209327275,0.9912574850299402,1.0
167,3.1517248680512053,0.9913095238095239,1.0
168,3.2251369853281164,0.9912426035502958,1.0
169,3.2961849243030112,0.9911764705882353,1.0
170,3.45425067798775,0.9912280701754386,1.0
171,3.4401904103123115,0.9911627906976744,1.0
172,3.2364468041045558,0.99121387283237,1.0
173,3.4809525420736778,0.991264367816092,1.0
174,3.1399078975457906,0.9912,1.0
175,3.3898401287070845,0.99125,1.0
176,3.6192656735387376,0.9912994350282486,1.0
177,3.4278576230702824,0.9913483146067416,1.0
178,3.2397101306213973,0.9913966480446927,1.0
179,3.298322331793498,0.9914444444444445,1.0
180,3.3089119187839486,0.9914917127071823,1.0
181,3.4041526806575093,0.9914285714285714,1.0
182,3.3366801662713166,0.9914754098360655,1.0
183,3.2828989991636015,0.9915217391304347,1.0
184,3.1039225784572664,0.9915675675675676,1.0
185,3.191342833350565,0.9916129032258064,1.0
186,3.092299148864194,0.9916577540106952,1.0
187,3.160593871479201,0.9917021276595744,1.0
188,3.270374581094215,0.9916402116402117,1.0
189,3.453739378581309,0.991578947368421,1.0
190,3.490651146930174,0.9916230366492147,1.0
191,3.515759539918975,0.9915625,1.0
192,3.3725485807000535,0.9916062176165803,1.0
193,3.286336226565282,0.9916494845360825,1.0
194,3.1643516581575195,0.9916923076923077,1.0
195,3.177828469033325,0.9916326530612245,1.0
196,3.1475705490956516,0.9916751269035533,1.0
197,3.1866563861426305,0.9917171717171717,1.0
198,3.1017710974822115,0.9917587939698492,1.0
