frame,score,acceptance_rate,temperature
0,0.5659407313282292,1.0,1.0
1,0.7512787391065583,0.99,1.0
2,0.6724255293782632,0.9933333333333333,1.0
3,0.6066323597051868,0.995,1.0
4,0.5528456368533872,0.992,1.0
5,0.535862073471384,0.9933333333333333,1.0
6,0.5899277900768333,0.9914285714285714,1.0
7,0.5938572412249881,0.9925,1.0
8,0.6021336308013947,0.9933333333333333,1.0
9,0.625101404840598,0.994,1.0
10,0.6726477816594898,0.9945454545454545,1.0
11,0.6477942229521412,0.9933333333333333,1.0
12,0.6661825077297283,0.9938461538461538,1.0
13,0.9107448155425582,0.9942857142857143,1.0
14,1.1500314287135496,0.992,1.0
15,0.9805942704528278,0.9925,1.0
16,0.9991022548925875,0.9929411764705882,1.0
17,1.0451860515077467,0.9933333333333333,1.0
18,1.332030323279788,0.9936842105263158,1.0
19,1.2521430865287553,0.994,1.0
20,1.3078355444145129,0.9933333333333333,1.0
21,0.9336423370914895,0.9918181818181818,1.0
22,1.1427639762661264,0.991304347826087,1.0
23,0.843954723377824,0.9916666666666667,1.0
24,1.0811963193448921,0.9912,1.0
25,1.2287797435975325,0.9915384615384616,1.0
26,1.4925921048074815,0.9918518518518519,1.0
27,1.4619341637869019,0.9907142857142858,1.0
28,1.7167392719133592,0.9910344827586207,1.0
29,1.6590866186384545,0.9913333333333333,1.0
30,1.6383026876503084,0.9916129032258064,1.0
31,1.6936195853187115,0.99125,1.0
32,1.7101955259399193,0.9915151515151515,1.0
33,1.7407980998161308,0.9911764705882353,1.0
34,2.0814775157503496,0.9914285714285714,1.0
35,1.7491332102150667,0.9916666666666667,1.0
36,1.8495547125409308,0.9918918918918919,1.0
37,1.797728101954211,0.9910526315789474,1.0
38,2.032183250471455,0.9902564102564102,1.0
39,1.9151595525943959,0.9905,1.0
40,1.8917182994164943,0.988780487804878,1.0
41,1.902000408911166,0.9880952380952381,1.0
42,1.9672280665356534,0.9883720930232558,1.0
43,1.7247793579419255,0.9886363636363636,1.0
44,1.9809413653888168,0.9888888888888889,1.0
45,1.7037982528254367,0.9882608695652174,1.0
46,1.4596314967072417,0.9880851063829788,1.0
47,1.7684276539275203,0.9883333333333333,1.0
48,1.3401572730388205,0.9885714285714285,1.0
49,1.291008191037208,0.9884,1.0
50,1.2757877667807298,0.9886274509803922,1.0
51,0.8258987122043163,0.9884615384615385,1.0
52,0.7263117733015179,0.9886792452830189,1.0
53,0.6912897147234578,0.9888888888888889,1.0
54,0.748383327078204,0.9890909090909091,1.0
55,0.8805886826049221,0.9892857142857143,1.0
56,1.292253426240678,0.9887719298245614,1.0
57,1.247436577490657,0.9889655172413793,1.0
58,1.196427622161855,0.9884745762711864,1.0
59,1.0934780447457535,0.9886666666666667,1.0
60,0.9449565635282607,0.9885245901639345,1.0
61,1.0816480386784564,0.9883870967741936,1.0
62,1.1426349672241929,0.9885714285714285,1.0
63,1.0883027655991777,0.98875,1.0
64,1.6776082866609308,0.9889230769230769,1.0
65,1.8475520682130302,0.9890909090909091,1.0
66,1.836139655602446,0.9892537313432835,1.0
67,1.6549632354996506,0.9894117647058823,1.0
68,1.8824356976253651,0.9895652173913043,1.0
69,1.915140333016847,0.9888571428571429,1.0
70,1.7940299803545543,0.9890140845070422,1.0
71,1.900611360450002,0.9891666666666666,1.0
72,1.7681790764151413,0.9893150684931507,1.0
73,1.8897158165717303,0.9889189189189189,1.0
74,2.1422761783900985,0.9890666666666666,1.0
75,1.9186664885835583,0.9886842105263158,1.0
76,2.1926704751232853,0.9888311688311688,1.0
77,1.9415001236739384,0.9889743589743589,1.0
78,2.145709827269785,0.9891139240506329,1.0
79,1.9743630858359598,0.98925,1.0
80,2.3063052259028556,0.9893827160493828,1.0
81,2.0863837238716387,0.9892682926829268,1.0
82,1.7699841268737162,0.9891566265060241,1.0
83,1.7195239575718944,0.9892857142857143,1.0
84,1.7939763408981018,0.9894117647058823,1.0
85,1.605253412049693,0.9895348837209302,1.0
86,1.5388393416908168,0.9896551724137931,1.0
87,1.2638898327245285,0.9897727272727272,1.0
88,1.4211627900197439,0.9896629213483146,1.0
89,1.6838019053044346,0.9897777777777778,1.0
90,1.3929913629193598,0.9898901098901098,1.0
91,1.2971225345372233,0.99,1.0
92,0.9858803638764317,0.9898924731182795,1.0
93,1.1008953551683214,0.99,1.0
94,1.0385571363557633,0.9901052631578947,1.0
95,1.139860457067417,0.99,1.0
96,1.227954023221873,0.9898969072164948,1.0
97,1.0991238894059678,0.99,1.0
98,1.1129987668509218,0.9901010101010101,1.0
99,1.2932340731954444,0.99,1.0
100,1.0537606466239307,0.9895049504950495,1.0
101,1.083688824052018,0.9894117647058823,1.0
102,0.9318484553738711,0.9893203883495145,1.0
103,1.0475125063585444,0.989423076923077,1.0
104,1.4313593712808814,0.9891428571428571,1.0
105,1.5078028155303793,0.9892452830188679,1.0
106,1.819933371997949,0.9893457943925233,1.0
107,1.6122448084597114,0.9894444444444445,1.0
108,1.5402502306538817,0.9893577981651376,1.0
109,1.7682919722958128,0.9892727272727273,1.0
110,2.0239367304733613,0.9893693693693694,1.0
111,2.01157475034636,0.9892857142857143,1.0
112,2.0427262090864,0.9893805309734514,1.0
113,1.9332846927027936,0.9894736842105263,1.0
114,1.8498559562207415,0.9895652173913043,1.0
115,1.7798674209274277,0.9896551724137931,1.0
116,2.244557454751761,0.9897435897435898,1.0
117,2.4018130688796053,0.9898305084745763,1.0
118,2.452175714017925,0.9899159663865547,1.0
119,2.167888182469469,0.9898333333333333,1.0
120,2.1588129601357013,0.9897520661157024,1.0
121,2.061703837087517,0.9895081967213115,1.0
122,2.2089996354612023,0.9895934959349594,1.0
123,2.3017907537015287,0.9896774193548387,1.0
124,2.490642889634618,0.98976,1.0
125,2.438366731555655,0.9898412698412699,1.0
126,2.6344274600492557,0.9899212598425197,1.0
127,2.617535306816415,0.99,1.0
128,2.6589571450320886,0.990077519379845,1.0
129,2.786587262090909,0.9901538461538462,1.0
130,2.662039203636788,0.9902290076335878,1.0
131,2.4386102416417876,0.9903030303030304,1.0
132,2.403424583943265,0.9900751879699248,1.0
133,2.1675938735349956,0.9901492537313433,1.0
134,2.3968196849389503,0.9902222222222222,1.0
135,2.5291070866612197,0.9901470588235294,1.0
136,2.503450982813484,0.9900729927007299,1.0
137,2.5353149354996836,0.9901449275362318,1.0
138,2.6564117036235984,0.9902158273381295,1.0
139,2.6351188265927954,0.9902857142857143,1.0
140,2.6948955026187957,0.990354609929078,1.0
141,2.4988160580316707,0.9902816901408451,1.0
142,2.7541575964344065,0.9902097902097902,1.0
143,2.8180062595864888,0.9901388888888889,1.0
144,2.7544495950870527,0.9902068965517241,1.0
145,2.751256230970436,0.9902739726027397,1.0
146,2.7522668299698148,0.9903401360544217,1.0
147,2.714264024860405,0.9904054054054054,1.0
148,2.676191490116961,0.9904697986577181,1.0
149,2.765821331764213,0.9905333333333334,1.0
150,2.6499933282252335,0.9904635761589404,1.0
151,2.771090071012614,0.9905263157894737,1.0
152,2.7073217347707454,0.9904575163398692,1.0
153,2.6927106203279476,0.9905194805194805,1.0
154,2.6742595769983075,0.9905806451612903,1.0
155,2.833105808357715,0.9906410256410256,1.0
156,2.780757310598884,0.9905732484076433,1.0
157,2.6309544959483198,0.9906329113924051,1.0
158,2.723648203017152,0.990691823899371,1.0
159,2.7047722348848304,0.990625,1.0
160,2.5107129664051335,0.9906832298136646,1.0
161,2.743117791386089,0.9904938271604938,1.0
162,2.7547714073073566,0.9904294478527608,1.0
163,2.7639543658677836,0.9904878048780488,1.0
