frame,score,acceptance_rate,temperature
0,0.5000387525450496,1.0,1.0
1,0.5239223432982754,1.0,1.0
2,0.6202862983346475,1.0,1.0
3,0.5533972670598244,1.0,1.0
4,0.5759113478049654,1.0,1.0
5,0.5566888454104401,0.9966666666666667,1.0
6,0.6837987551714785,0.9971428571428571,1.0
7,0.7188693846176466,0.9975,1.0
8,0.6520305309823352,0.9977777777777778,1.0
9,0.6498019577084534,0.998,1.0
10,0.6349608630543832,0.9981818181818182,1.0
11,0.8065430166628039,0.9983333333333333,1.0
12,0.8320831367114504,0.9969230769230769,1.0
13,0.7535629958297172,0.9971428571428571,1.0
14,0.6159364032150031,0.996,1.0
15,0.6270986744778798,0.99625,1.0
16,0.7370563685720779,0.9964705882352941,1.0
17,0.7472191794956426,0.9955555555555555,1.0
18,0.6632743044994578,0.9957894736842106,1.0
19,0.5350663512939612,0.996,1.0
20,0.5842498058321164,0.9961904761904762,1.0
21,0.5413104131711047,0.9963636363636363,1.0
22,0.7035420485320243,0.9965217391304347,1.0
23,0.8081251675789233,0.9966666666666667,1.0
24,0.7871767987307692,0.996,1.0
25,0.7293113857144191,0.9953846153846154,1.0
26,0.6952558431744015,0.9940740740740741,1.0
27,0.7937869637423002,0.9942857142857143,1.0
28,0.6485110075332056,0.9944827586206897,1.0
29,0.5156463848336693,0.9946666666666667,1.0
30,0.5224529021366692,0.9948387096774194,1.0
31,0.5701324518084114,0.994375,1.0
32,0.5504017427695044,0.9945454545454545,1.0
33,0.5240896567184565,0.9947058823529412,1.0
34,0.5558211843689147,0.9948571428571429,1.0
35,0.5856148669264308,0.995,1.0
36,0.638640689521817,0.9951351351351352,1.0
37,0.7877013745514135,0.9952631578947368,1.0
38,0.8842261402624414,0.9938461538461538,1.0
39,0.9095771727638698,0.994,1.0
40,0.8317447548773977,0.9941463414634146,1.0
41,0.910933352981792,0.9933333333333333,1.0
42,0.9045267642940391,0.9934883720930232,1.0
43,1.021530665193061,0.9931818181818182,1.0
44,1.1661208848887956,0.9933333333333333,1.0
45,1.2198578781727125,0.9930434782608696,1.0
46,1.3255520444190743,0.9927659574468085,1.0
47,1.426540932657562,0.9925,1.0
48,2.0645429362568515,0.9926530612244898,1.0
49,2.263140605466174,0.9924,1.0
50,2.3053998704020255,0.9925490196078431,1.0
51,1.7743399500291324,0.9923076923076923,1.0
52,1.6633525702450522,0.9920754716981132,1.0
53,1.778824232752477,0.9922222222222222,1.0
54,1.7167913147154736,0.9923636363636363,1.0
55,1.57789981572005,0.9921428571428571,1.0
56,1.3506487569396217,0.992280701754386,1.0
57,1.0261480755525407,0.9920689655172413,1.0
58,1.024560181684338,0.991864406779661,1.0
59,1.0339656964418806,0.9916666666666667,1.0
60,0.8307689688396523,0.9918032786885246,1.0
61,0.9244983574477559,0.9916129032258064,1.0
62,1.1890436603556456,0.9917460317460317,1.0
63,0.9413665222483143,0.991875,1.0
64,0.717539319379678,0.992,1.0
65,0.8538010934826119,0.9918181818181818,1.0
66,0.8595105951314403,0.9919402985074627,1.0
67,0.8487349390102505,0.9920588235294118,1.0
68,0.9247461881965675,0.9918840579710145,1.0
69,0.9155547321884241,0.992,1.0
70,0.8910850171652913,0.992112676056338,1.0
71,0.9231908973568022,0.9922222222222222,1.0
72,0.6945841664778054,0.9923287671232877,1.0
73,0.7853947219505724,0.9924324324324324,1.0
74,0.6648875311046105,0.9925333333333334,1.0
75,0.6806936825635534,0.9926315789473684,1.0
76,0.5821692194782434,0.9924675324675325,1.0
77,0.7610213141267818,0.9923076923076923,1.0
78,0.7826586071955814,0.9924050632911392,1.0
79,0.7173136794490664,0.9925,1.0
80,0.7028475006008345,0.9925925925925926,1.0
81,0.6975472536410693,0.9926829268292683,1.0
82,0.589910470654813,0.9927710843373494,1.0
83,0.6619042267607137,0.9928571428571429,1.0
84,0.5387793995685688,0.9927058823529412,1.0
85,0.5171469877177123,0.9927906976744186,1.0
86,0.5745813046468055,0.9928735632183908,1.0
87,0.7678514265913128,0.9925,1.0
88,1.067469533764018,0.9923595505617977,1.0
89,1.0203395945741363,0.9922222222222222,1.0
90,1.0402587727597472,0.9920879120879121,1.0
91,0.9954822390067414,0.9921739130434782,1.0
92,0.9209090286346191,0.9920430107526882,1.0
93,1.0000836941855584,0.9921276595744681,1.0
94,0.8233937935455364,0.9922105263157894,1.0
95,1.1862301622189977,0.9920833333333333,1.0
96,1.1512534478978569,0.9921649484536083,1.0
97,1.1126700568388446,0.9922448979591837,1.0
98,0.9188613744980461,0.9923232323232323,1.0
99,1.0903430741285713,0.9924,1.0
100,1.1173855537573847,0.9924752475247525,1.0
101,1.133315714688485,0.9923529411764705,1.0
102,1.3703652255127932,0.9922330097087378,1.0
103,1.426653066171942,0.9923076923076923,1.0
104,1.3901080206895302,0.9921904761904762,1.0
105,1.546387457882546,0.9920754716981132,1.0
106,1.7081958589977395,0.9921495327102804,1.0
107,1.5682951403955188,0.9922222222222222,1.0
108,1.5680688491461663,0.9922935779816514,1.0
109,1.6674783460585192,0.9921818181818182,1.0
110,1.9333500647234272,0.9918918918918919,1.0
111,1.8555528586571612,0.9919642857142857,1.0
112,1.994228752963764,0.9920353982300885,1.0
113,2.3398155651791273,0.9921052631578947,1.0
114,2.185840587674839,0.9921739130434782,1.0
115,2.0716498614946737,0.9920689655172413,1.0
116,1.9216333194823312,0.9921367521367521,1.0
117,1.861293497246926,0.9920338983050847,1.0
118,2.0705870697280875,0.9919327731092437,1.0
119,2.042754427392349,0.992,1.0
120,1.9280758097003314,0.991900826446281,1.0
121,1.8964945532062718,0.9918032786885246,1.0
122,1.8387910071394822,0.991869918699187,1.0
123,1.8154798105239087,0.9917741935483871,1.0
124,2.21313267958157,0.99184,1.0
125,2.5646886039966534,0.9917460317460317,1.0
126,2.4180943886947066,0.9916535433070867,1.0
127,2.331846633766255,0.99171875,1.0
128,2.378095700821942,0.9916279069767442,1.0
129,2.5869529658207324,0.9915384615384616,1.0
130,2.494069106214426,0.9912977099236642,1.0
131,2.630142505138881,0.9913636363636363,1.0
132,2.4644414288396663,0.9914285714285714,1.0
133,2.6389874944169764,0.9914925373134328,1.0
134,2.333223833837458,0.9912592592592593,1.0
135,2.2072861160973165,0.9911764705882353,1.0
136,1.934767218985422,0.9912408759124087,1.0
137,1.978708058279802,0.991304347826087,1.0
138,1.6469342141752976,0.9913669064748202,1.0
139,1.5054603566124596,0.9914285714285714,1.0
140,1.7562856331067704,0.9914893617021276,1.0
141,1.642451611258229,0.9914084507042253,1.0
142,1.9267361886645487,0.9914685314685314,1.0
143,2.5618000748178305,0.9913888888888889,1.0
144,2.2150336649977658,0.9913103448275862,1.0
145,2.381883788840342,0.9912328767123287,1.0
146,2.116754060002261,0.991156462585034,1.0
147,2.1957109874854424,0.9910810810810811,1.0
148,2.281025112590775,0.9911409395973154,1.0
149,2.374261228379158,0.9909333333333333,1.0
150,2.2775801063037266,0.9908609271523179,1.0
151,1.9940365983016386,0.9909210526315789,1.0
152,2.0075247904411753,0.9909803921568627,1.0
153,2.274339246106706,0.991038961038961,1.0
154,2.6317716040580956,0.9910967741935484,1.0
155,2.328838799175485,0.9911538461538462,1.0
156,2.121413504647461,0.9912101910828025,1.0
157,2.208009372217102,0.9912658227848101,1.0
158,2.4742879502250967,0.9913207547169811,1.0
159,2.6014735135652494,0.991125,1.0
160,2.3104298278530027,0.9911801242236025,1.0
161,2.530071021464056,0.9909876543209877,1.0
162,2.8393611795463114,0.99079754601227,1.0
163,3.0409838148530297,0.9907317073170732,1.0
164,3.2020329265982785,0.9906666666666667,1.0
165,2.9236422222509377,0.9904819277108434,1.0
166,3.087398195231165,0.9904191616766467,1.0
167,3.0291294284173933,0.9904761904761905,1.0
168,2.8881185655281296,0.9905325443786982,1.0
169,2.53484901824451,0.9905882352941177,1.0
170,2.8019046707605617,0.9905263157894737,1.0
171,2.7614051621684217,0.9905813953488372,1.0
172,2.7060619350293753,0.990635838150289,1.0
173,2.6870167812985417,0.9905747126436781,1.0
174,2.5229688990995873,0.9905142857142857,1.0
175,2.776373344978046,0.9904545454545455,1.0
176,3.055471173780105,0.9905084745762712,1.0
177,3.148760103857755,0.990561797752809,1.0
178,3.397212547663494,0.9905027932960894,1.0
179,3.002446237215374,0.9905555555555555,1.0
180,2.8915090013047897,0.9906077348066298,1.0
181,2.828235229102713,0.9906593406593407,1.0
182,2.8807850326982516,0.9907103825136612,1.0
183,2.6997103707939245,0.9907608695652174,1.0
184,2.714136884920955,0.9908108108108108,1.0
185,2.938891197428871,0.990752688172043,1.0
186,2.7571422879359737,0.9906951871657754,1.0
187,2.8944419230692247,0.9907446808510638,1.0
188,3.2694979561326005,0.9907936507936508,1.0
189,3.312120419588573,0.9907368421052631,1.0
190,3.1298295790010293,0.9907853403141361,1.0
191,2.9037071045804264,0.9908333333333333,1.0
192,2.976821205827989,0.9908808290155441,1.0
193,3.38799217452878,0.9907216494845361,1.0
194,3.34351997305712,0.9905641025641025,1.0
195,3.405089256665046,0.9906122448979592,1.0
196,3.3278434674186372,0.9906598984771574,1.0
197,2.866974309068961,0.9907070707070708,1.0
198,2.4999447841972637,0.9905527638190955,1.0
199,2.2927697339980875,0.9905,1.0
200,2.1847969737261157,0.9904477611940299,1.0
201,1.9699604258916303,0.9904950495049505,1.0
202,1.8586864356723773,0.9905418719211823,1.0
203,1.8162601432897487,0.9902941176470588,1.0
204,2.0978346784134914,0.9901463414634146,1.0
205,2.092955990155909,0.9899029126213592,1.0
206,1.8509335985935658,0.989951690821256,1.0
207,2.0944850606042813,0.9899038461538462,1.0
208,1.8652666939869038,0.9897607655502393,1.0
209,1.9560563799500805,0.9898095238095238,1.0
210,1.68261576885123,0.9898578199052133,1.0
211,1.4807979485707963,0.9899056603773585,1.0
212,1.3992732494385345,0.9899530516431925,1.0
213,1.22334072596483,0.9899065420560748,1.0
214,1.0990508587337735,0.9899534883720931,1.0
215,1.3570111323477054,0.99,1.0
216,1.5868207074715595,0.9899539170506912,1.0
217,1.556521976323589,0.9897247706422019,1.0
218,1.3047809017031995,0.9897716894977169,1.0
219,1.378541746860028,0.9897272727272727,1.0
220,1.2651311667918759,0.9897737556561086,1.0
221,1.5657958120430895,0.9898198198198198,1.0
222,1.4356770987056748,0.9896860986547085,1.0
223,1.7156678421300546,0.9897321428571428,1.0
224,1.8120267622327555,0.9897777777777778,1.0
225,1.6391856543140386,0.9897345132743363,1.0
226,1.5614136036302229,0.9896916299559472,1.0
227,1.3720706036717603,0.9897368421052631,1.0
228,1.1801569507796636,0.9897816593886463,1.0
229,0.9580631109455234,0.9896521739130435,1.0
230,0.8781296924496894,0.9896103896103896,1.0
231,0.8356084345493966,0.9896551724137931,1.0
232,0.9637792469830746,0.9896995708154507,1.0
233,1.3002930541074225,0.9895726495726496,1.0
234,1.0538800022066481,0.9896170212765958,1.0
235,1.0961768020455738,0.9895762711864406,1.0
236,1.2247095170709723,0.9896202531645569,1.0
237,1.121538369012857,0.9895798319327731,1.0
238,1.037871970292997,0.9896234309623431,1.0
239,0.9567169400806862,0.9895833333333334,1.0
240,0.798609495397692,0.9896265560165975,1.0
241,0.7452941091768749,0.9896694214876033,1.0
242,0.7988503133774092,0.9896296296296296,1.0
243,0.9418134918336479,0.9896721311475409,1.0
244,1.2519750963533163,0.9897142857142858,1.0
245,1.4371310159886435,0.9897560975609756,1.0
246,1.393597359032873,0.9897165991902834,1.0
247,1.5242010427258104,0.9895967741935484,1.0
248,1.5337316943406578,0.9896385542168674,1.0
249,1.311227751704237,0.98968,1.0
250,1.5312774627733603,0.9897211155378486,1.0
251,1.4546800710492465,0.9897619047619047,1.0
252,1.3463301404082981,0.989802371541502,1.0
253,1.2852864662306567,0.9898425196850393,1.0
254,1.274423694933848,0.9898039215686274,1.0
255,1.1559661579273937,0.989609375,1.0
256,1.3640177876910236,0.9896498054474708,1.0
257,1.2597916421681055,0.9896124031007751,1.0
258,1.1053696562326345,0.9895752895752896,1.0
259,1.0216428512034523,0.9896153846153846,1.0
260,1.3363128048797819,0.9896551724137931,1.0
261,1.5341287412187798,0.9896946564885496,1.0
262,1.724607494055279,0.9897338403041825,1.0
263,1.5569779344292716,0.9897727272727272,1.0
264,1.5682184693506016,0.9897358490566037,1.0
265,1.5399215327544746,0.9897744360902255,1.0
266,1.7228492601717855,0.9897378277153558,1.0
267,1.839317650455617,0.989776119402985,1.0
268,1.596115187634313,0.9897397769516728,1.0
269,1.7292669415631639,0.9897777777777778,1.0
270,1.3494028875214232,0.9897416974169742,1.0
271,1.4055009607415678,0.9897794117647059,1.0
272,1.2786641645170733,0.9898168498168498,1.0
273,1.4410169186223425,0.9898540145985402,1.0
274,1.6650309935217222,0.989890909090909,1.0
275,1.5706404081862408,0.9898550724637681,1.0
276,1.552152530747267,0.9898916967509025,1.0
277,1.5040151180889865,0.9898561151079137,1.0
278,1.38643809459207,0.9898924731182795,1.0
279,1.6206882964104607,0.9898571428571429,1.0
280,1.509054368584495,0.9898932384341637,1.0
281,1.6152044109717103,0.9897872340425532,1.0
282,1.8259525337179128,0.9898233215547703,1.0
283,1.4523975088798253,0.9897183098591549,1.0
284,1.348805102842144,0.9896842105263158,1.0
285,1.4436183080429552,0.9897202797202798,1.0
286,1.540649851873566,0.989616724738676,1.0
287,1.5547468901818235,0.9896527777777778,1.0
288,1.4569789095347243,0.9895501730103806,1.0
289,1.3232439305717205,0.989448275862069,1.0
290,1.1756171186858486,0.9894845360824742,1.0
291,1.2680166334240217,0.9894520547945206,1.0
292,1.34114310383901,0.989419795221843,1.0
293,1.2424792088753096,0.9894557823129252,1.0
294,1.431833159206703,0.9894915254237289,1.0
295,1.700759674924841,0.9893918918918919,1.0
296,1.9088105887078164,0.9894276094276094,1.0
297,2.217892980676651,0.9894630872483221,1.0
298,2.0099441036670997,0.9894983277591973,1.0
299,2.378803492661479,0.9894666666666667,1.0
300,2.6195245567269247,0.989501661129568,1.0
301,2.4643235673148047,0.9895364238410596,1.0
302,2.610106034800704,0.9895709570957095,1.0
303,2.6473408072537605,0.9896052631578948,1.0
304,2.48013050292541,0.989639344262295,1.0
305,2.471717824052891,0.9896732026143791,1.0
306,2.3843188433298304,0.9897068403908795,1.0
307,2.056353916001998,0.9897402597402597,1.0
308,2.170952983046278,0.9897734627831716,1.0
309,1.947897399213835,0.9898064516129033,1.0
310,1.905240535712281,0.9897749196141479,1.0
311,2.196928256199181,0.9898076923076923,1.0
312,2.1991178937789817,0.9898402555910543,1.0
313,2.2879427712864397,0.9898089171974522,1.0
314,2.1837347186678517,0.9897777777777778,1.0
315,1.8525064316841062,0.989746835443038,1.0
316,1.8294011444025196,0.9897160883280757,1.0
317,1.5577312913095442,0.989748427672956,1.0
318,1.6686293865612454,0.9897805642633228,1.0
319,1.839259941830108,0.98975,1.0
320,2.075441418598973,0.9897196261682243,1.0
321,1.670519613591511,0.9896894409937889,1.0
322,1.9190175977299218,0.9896594427244582,1.0
323,1.5569295141520771,0.9896296296296296,1.0
324,1.5234023714930518,0.989476923076923,1.0
325,1.6304369264068441,0.9895092024539878,1.0
326,1.8360396531724588,0.9895412844036697,1.0
327,1.7080537029153402,0.9895731707317074,1.0
328,1.8989176850489218,0.9896048632218845,1.0
329,1.596604230415037,0.9895757575757576,1.0
330,1.9294013752021675,0.9895468277945619,1.0
331,1.9623388781186475,0.989578313253012,1.0
332,1.9185225829548258,0.9896096096096096,1.0
333,1.9925970772314503,0.9896407185628743,1.0
334,2.1460181309034274,0.9895522388059701,1.0
335,2.152175081886433,0.9895238095238095,1.0
336,2.07418000433272,0.9895548961424332,1.0
337,2.148934282277235,0.9895266272189349,1.0
338,2.1223989612138086,0.9895575221238938,1.0
339,2.0097728173284874,0.9895882352941177,1.0
340,1.8449902881020512,0.9896187683284458,1.0
341,1.9079152440474176,0.9896491228070176,1.0
342,1.827623879686984,0.9896793002915452,1.0
343,1.9646454476609836,0.9897093023255814,1.0
344,2.0144975499975453,0.9896811594202899,1.0
